split,case_id,num_source_docs,ref_long,ref_short,ref_tiny,case_name,case_type,class_action_sought,filing_year,case_ongoing,prevailing_party,source_word_count,ref_long_word_count,ref_short_word_count,ref_tiny_word_count
test,EE-NM-0024,5,"In September 1999, the Phoenix District Office of the EEOC brought this lawsuit against Health Centers of Northern New Mexico in the U.S. District Court for the District of New Mexico alleging discrimination on the basis of sex in violation of Title VII of the Civil Rights Act of 1964.  Specifically, the complaint alleged that the defendant permitted sexual harassment of the complaining parties, female employees, leading to either their constructive or retaliatory discharge respectively.  Following some discovery, the parties settled the dispute through a consent decree in July 2000.

The three-year decree, containing an anti-discrimination and anti-retaliation clause, required the defendant to: report discrimination or retaliation complaints to the EEOC, perform other compliance reporting, hold annual training sessions and keep records of the employees attending them, permit EEOC inspections, designate a supervisory or managerial employee in each region as investigative officers for sexual harassment issues, provide complainants with neutral references, post notice of employee rights, and pay $40,000 to be distributed among three individuals.

",,,EEOC v. Health Centers of Northern New Mexico,Equal Employment,No,1999,No,Plaintiff,7384,165,0,0
test,EE-NM-0047,3,"The Phoenix District Office of the EEOC brought this suit against B & B Management Inc., doing business as Taco Bell, in March 2003, in the U.S. District Court for the District of New Mexico.  The case alleged that the manager sexually harassed four complainants and an undisclosed class of female workers in violation of Title VII of the Civil Rights Act of 1964.  Some were directly retaliated against for their complaints and some were constructively discharged.  The suit appears to have only had a status conference and then a consent decree was issued as to non-monetary relief on November 14, 2003.  Then in March 2004 the court found that the case was resolved.  The reason for no monetary relief is likely that the defendant was going through chapter 11 bankruptcy at the time. 

The consent decree contained only injunctive relief.  This relief consisted of EEO training, a new anti-discrimination policy, reporting every 6 months, choosing complaint investigators, establishing a complaint investigation procedure, and posting notice.  The decree lasted 36 months.

",,,EEOC v. B&B MANAGEMENT INC (d/b/a TACO BELL),Equal Employment,No,2003,No,Plaintiff,5039,171,0,0
test,EE-NM-0055,6,"The Phoenix district office and Albuquerque office of the EEOC brought this case against Lockheed Martin Corporation, d/b/a Lockheed Martin Mission Systems in July 2001 in the U.S. District Court for the District of New Mexico.  The complaint alleged that two female employees were subjected to verbal and physical sexual harassment by their immediate supervisor in violation of Title VII of the Civil Rights Act of 1964.  More specifically, one of the complainants alleged that she was subjected to harassment based upon her gender, and as a consequence of the resultant hostile work environment, she was forced to resign. The other complainant entered the suit as an intervenor.  After some dispute over the scope of discovery, the parties reached a settlement agreement in May 2002.

The agreement included non-discrimination and non-retaliation clauses.  The agreement required Lockheed Martin Corporation to revise a Title VII policy and post the policy and required Lockheed Martin Corporation to provide training to all employees and require new employees or employees returning from leave to watch a video tape of the training.  The agreement also called for the appointment of an employee to serve as an investigative officer.  The EEOC maintained the ability to inspect the premises with reasonable notice to Lockheed Martin Corporation.  The injunctive parts of the agreement had a two year term.  If the EEOC found non-compliance, the settlement agreement called for court enforcement and the possible indefinite extension of the agreement.  In addition, Lockheed Martin Corporation agreed to pay the two complainants damages of $140,000 and $60,000 respectively.

",,,EEOC v. LOCKHEED MARTIN CORPORATION (LOCKHEED MARTIN MISSION SYSTEMS),Equal Employment,No,2001,No,Plaintiff,9872,256,0,0
test,EE-NM-0061,3,"On March 20, 2002, the United States filed a lawsuit under Title VII against the Northwest New Mexico Regional Solid Waste Authority (the ""Authority"") in the United States District Court for the District of New Mexico. The Department of Justice alleged that the Authority had discriminated against its employees on the basis of their race and/or sex. Specifically, the United States contended that Native American and female employees were subjected to harassment on the basis of their race and/or sex that adversely affected the terms, conditions, and privileges of their employment. The United States sought injunctive and monetary relief.

The United States alleged that the defendant discriminated against employees on the basis of their race and/or sex by creating and maintaining a work environment that was so racially and/or sexually hostile that they were forced to resign from their positions. A female, Native American employee timely filed a charge of discrimination with the Equal Employment Opportunity Commission (EEOC) alleging that the then Executive Director of the Authority harassed her because of her sex and race, that because of the harassment she was forced to resign her position with the Authority, and that the discrimination was in violation of Title VII of the Civil Rights Act of 1964. The EEOC investigated the employee's charge and found reason to believe that violations of Title VII had occurred. The EEOC attempted unsuccessfully to conciliate the charge of discrimination through voluntary resolution and subsequently referred the matter to the Department of Justice.

On February 4, 2003, the plaintiffs and the defendant agreed to enter into a consent decree approved by the district court (Magistrate Judge Richard L. Puglisi). The consent decree enjoined the Authority from discriminating against any employee because of that employee's sex or race or retaliating against any employees that filed a charge with the EEOC or the New Mexico Human Rights Commission or that participated in any manner in an investigation, proceeding, or hearing under Title VII.  Additionally, the Authority consented to offer monetary relief to certain female employees and to implement the anti-discrimination policy and investigation procedures. 

The Authority also agreed that in the event it is contacted by any employer for an employment reference regarding its former Executive Director, the Authority shall state only the facts and dates of his employment, a description of the employee's job's duties, and the fact that at the time of his departure there was a pending DOJ investigation into allegations that he racially and sexually harassed employees but that the matter was settled with no admission of liability. It can be inferred from this part of the consent decree that the Executive Director either resigned or was fired by the Authority due to his alleged discriminatory behavior. 

We have no further information on this case.

",,,United States v. Northwest New Mexico Regional Solid Waste Authority,Equal Employment,No,2002,No,Mixed,12382,462,0,0
test,EE-NM-0062,7,"On November 22, 2000, the U.S. Department of Justice (""D.O.J."") filed a lawsuit against the New Mexico Department of Public Safety under Title VII of the Civil Rights Act of 1964 in the U.S. District Court for the District of New Mexico. The D.O.J., alleged that the defendant subjected one of its employees to sexual harassment and subsequently refused to take appropriate actions to remedy the problem. Plaintiff sought injunctive and monetary relief.  

	

On October 16, 2001, the district court (Judge James A. Parker) approved a consent decree agreed to by the parties and dismissed the case. The defendant agreed to take measures to the prevent harassment of its employees in the future. The defendant also agreed to implement a training program to train its employees on its sexual harassment policy.     

        

We have no further information at this time.

",,,United States of America v. The New Mexico Department of Public Safety,Equal Employment,No,2000,No,Plaintiff,7161,139,0,0
test,EE-NV-0001,3,"The Los Angeles District Office of the EEOC brought this action in the U.S. District Court for the District of Nevada, against America West Airlines, Inc. The complaint, filed in September 2005, alleged sex discrimination in violation of Title VII of the Civil Rights Act of 1964; specifically that Defendant subjected the charging party to a sexually hostile work environment and then retaliated against her for complaining about the hostile work environment. The case was referred to Early Neutral Evaluation by January 2006 and in March 2007, the parties entered into a consent decree.

The decree, valid for three years, required Defendant to pay a total of $100,000. $50,000 went to the charging party ($25,000 in back pay and $25,000 in compensatory damages) and $50,000 went to the class.  Defendant was enjoined from discriminating or retaliating in violation of Title VII, required to submit semi-annual reports to the EEOC, provide Title VII training to its employees, post a notice of non-discrimination at its facility, and retain a EEO Consultant to oversee its handling of internal discrimination complaints. The docket sheet doesn't show any further enforcement took place; the case was presumably closed in 2010.

",,,"EEOC v. AMERICA WEST AIRLINES, INC.",Equal Employment,No,2005,No,Plaintiff,7878,194,0,0
test,EE-NY-0019,5,"The New York district office of the EEOC brought this suit against Books for Less, LLC and Books for Less, Inc., which function together as an integrated enterprise selling books, in August 2006, in the U.S District Court for the Eastern District of New York. The complaint alleged that Books for Less management, including the owner, subjected black and female employees to continual and extreme harassment based on race and sex, as well as harassing an employee for her association with black people. Books for Less was also accused of retaliating against employees who, regardless of race or sex, complained about the harassment in the workplace. The retaliation took the form of threats, harassment, lawsuits, and termination of employees.  After a contentious discovery process and a series of settlement conferences held by U.S. Magistrate Judge Ramon E. Reyes, the parties settled by entry of a consent decree in March 2008.

The decree, which was in effect for four years, included non-discrimination and non-retaliation clauses, required complainants to be provided with neutral reference letters, and prevented Books for Less from saying anything to potential employers other than the dates of complainants' employment. The decree required Books for Less to implement an anti-discrimination policy, which included complaint procedures, to post and distribute material regarding anti-discrimination and regarding this lawsuit, and to provide anti-discrimination training to all employees, with special one-on-one training for the manager. Books for Less also agreed to donate 1000 books or $10,000 dollars worth of books to the August Wilson Center for African American Culture. Books for Less had to file regular reports to the EEOC regarding any complaints of harassment or discrimination and reports indicating compliance with various aspects of the decree, and needed to allow the EEOC to monitor its records at the EEOC's discretion. Books for Less agreed to pay a total of $180,000 to settle the claims of individual complainants. The EEOC was also empowered to seek court enforcement of the decree if violated, including in the case of payments not being made on time. Additionally, Books for Less agreed that it could not use bankruptcy or any form of legal debt relief to escape its obligations under this decree. As there is no further activity on the docket sheet, presumably this case closed in 2012.
",,,EEOC v. BOOKS FOR LESS,Equal Employment,No,2006,No,Plaintiff,13643,381,0,0
test,EE-NY-0040,5,"The New York District Office of the EEOC brought this action in the U.S. District Court for the Eastern District of New York, against Dreyfus Service Corporation. The complaint, filed in September 2002, alleged age discrimination in violation of the Age Discrimination in Employment Act; specifically the charging parties alleged that they were terminated because of their age, 60 and 59.  Defendant moved for summary judgment in April 2004 and the motion was granted in March 2005. The EEOC filed a notice of appeal in May 2005 but the appeal was dismissed by stipulation in January 2006.

",,,EEOC v. DREYFUS SERVICE CORPORATION,Equal Employment,No,2002,No,Defendant,11662,97,0,0
test,EE-NY-0069,3,"The New York District Office of the EEOC brought this action in the U.S. District Court for the Southern District of New York, against Heather's Hospitalities, Inc d/b/a Heather's Open Cucina and Lushane's Restaurants. The complaint, filed in August 2004, alleged sex discrimination in violation of Title VII of the Civil Rights Act of 1964; specifically that Defendant maintained a hostile work environment and constructively discharged the charging party because of her sex, female. The charging party intervened in March 2005 and in June 2007 the parties entered into a consent decree. 

The decree, valid for five years, required Defendant to pay the charging party $50,000 ($30,000 in compensatory damages, $3,046.02 in back pay and $16,953.98 for attorney's fees and costs). Defendant was enjoined from discriminating or retaliating in violation of Title VII and required to implement an anti-discrimination policy, post a notice of non-discrimination, provide Title VII training to its employees and report any complaints of sex discrimination to the EEOC. The docket sheet doesn't show any further enforcement took place; the case was presumably closed in 2012.

",,,"EEOC v. HEATHER'S HOSPITALITIES, INC.",Equal Employment,No,2004,No,Plaintiff,5128,179,0,0
test,EE-NY-0117,7,"On September 14, 2005, the Equal Employment Opportunity Commission (EEOC) brought this lawsuit against Nichols Gas and Oil, Inc. (Nicholas) in the U.S. District Court for the Western District of New York. The complaint alleged discrimination based on sex in violation of Title VII of the Civil Rights Act of 1964.  More specifically, the claimant alleged the defendants engaged in sexual harassment, retaliated against individuals who complained of sexual harassment, and caused the constructive discharge of claimants due to the ongoing pervasive sexual harassment. The EEOC sought injunctive and monetary relief against the defendants. The case was assigned to Judge Marian Payson.

Prior to submitting an answer to the complaint, defendant Nichols Gas and Oil, Inc. filed a motion to dismiss portions of the EEOC's complaint. The court denied this motion on March 13, 2016.  

As this lawsuit was moving through the court, Townsend Oil Corporation (Townsend) purchased defendant Nichols Gas & Oil. The EEOC filed an amended complaint in 2007, adding Townsend as a defendant to the lawsuit.

In 2008, the parties’ began discovery proceedings. On January 14, 2010, the court made a ruling on the defendants’ motion for summary judgment and the EEOC’s cross motion for summary judgment. Both motions concerned whether Townsend--the entity that purchased Nicholas--should be liable for compensatory and punitive damages. The court found that Townsend could only be found liable for compensatory damages.

On September 11, 2012, the court approved the parties’ consent decree. This decree gave the court jurisdiction over the matter for ten years as to Nicholas and five years as to Townsend. The consent decree pertained to injunctive and monetary relief. For monetary relief, the defendants agreed to pay $150,000.00 to the claimants. For injunctive relief, the defendants agreed to refrain from sex discrimination and retaliation. Moreover, the defendants agreed to reform their policies and procedures to align with Title VII. To ensure compliance with Title VII, the defendant agreed to provide training to all employees through an EEOC approved entity and report to the EEOC any complaints of sex discrimination or retaliation. 

As of May 2020, the consent decree is ongoing, and there has been no further litigation.","In 2005, the Equal Employment Opportunity Commission (EEOC) brought suit against Nichols Gas and Oil, Inc. (Nicholas) and Townsend Oil Corporation (Townsend) in the U.S. District Court for the Western District of New York. The complaint alleged discrimination based on sex, female, in violation of Title VII of the Civil Rights Act of 1964. The case ended in and court approved consent decree granting monetary and injunctive relief. ",,Equal Employment Opportunity Commission v. Nichols Gas and Oil,Equal Employment,No,2005,Yes,Plaintiff,23829,358,68,0
test,EE-NY-0121,3,"In July 2004, the New York District Office of the EEOC filed this suit against OCS Group, Inc. in the U.S. District Court for the Southern District of New York alleging violation of Title VII of the Civil Rights Act of 1964.  Specifically, the complaint alleged that the defendant discriminated against the four charging parties (Black security guards) on the basis of their race, color, and national origin by paying them less than other lighter-skinned employees who were performing essentially the same work.  The parties reached a settlement through a consent decree in August 2004, about two weeks after the suit was filed.  

The three-year decree, containing non-discrimination and non-retaliation clauses, required the defendant to post a Title VII notice, provide annual Title VII training for all employees, distribute its anti-discrimination policy to its employees, provide the charging parties with neutral references, and pay $57,000 to be distributed among the four charging parties. 

The decree was entered in 2004 and scheduled to last 2007. No further docket entries exist, so the case is closed.
",,,EEOC v. OCS GROUP INC,Equal Employment,No,2004,No,Plaintiff,3666,174,0,0
test,EE-NY-0129,3,"The New York Office of the EEOC filed this action in the District Court for the Eastern District of New York.  The Defendant was Polar Air Cargo, Inc., an international air cargo service.  The controversy involved the alleged action of the airline refusing to allow female pilots to fly to the Middle East after September 11, 2001. When the complainant voiced her opposition to this policy it was dropped, but she was subsequently fired.  The lawsuit was filed in September of 2005 and was eventually resolved by consent decree in June of 2006.  The complainant, who did not intervene in the case, was awarded $50,000, but this was only in the form of an unsecured claim on the Defendant's bankruptcy estate.  The company was required to provide training for all of its employees, post a Notice, and amend its current policy prohibiting discrimination. The decree was to last for two years. 
The docket sheet doesn't show any further enforcement took place; the case was presumably closed in 2008.

",,,EEOC v. POLAR AIR CARGO,Equal Employment,No,2005,No,Plaintiff,4569,168,0,0
test,EE-NY-0168,4,"In September 2004, the New York District Office of the EEOC filed this lawsuit against Melrose Hotel Company, Inc., MHC Barbizon, L.P., and Berwind Property Group, Ltd. in the U.S. District Court for the Southern District of New York, alleging discrimination on the basis of national origin, Hispanic, in violation of Title VII of the Civil Rights Act of 1964.  The complaint specifically alleged the managers and employees at The Melrose Hotel New York in Manhattan harassed complainants with an English-only rule, subjected them to verbal abuse, infringed upon other terms and conditions of employment, and subjected them to discharge and retaliation.  Following some discovery, the parties settled the lawsuit in March 2006 through a consent decree.

The three-year decree, containing agreements not to discriminate, retaliate, or require only the use of the English language in the workplace, required the defendant to:  report on complaints and make other compliance reports, keep records, allow the EEOC access for monitoring compliance, develop its anti-discrimination policy, distribute notice of employee rights, provide EEO training, notify the EEOC if they will own, operate, or manage a hotel in New York City again, provide modifications of their non-discrimination policies to the EEOC for approval, and pay $80,000 to be distributed among 13 individuals.

",,,EEOC v. THE MELROSE HOTEL,Equal Employment,No,2004,No,Plaintiff,9930,208,0,0
test,EE-NY-0171,4,"The Boston Area Office of the EEOC brought this suit against Thermal Forms, Inc. in June 2005 in the U.S. District Court for the Western District of New York. The complaint alleged that the defendant violated the Age Discrimination in Employment Act when it discharged its five oldest employees whose average age was 50 and replaced them with younger, less-qualified employees whose average age was 30. The parties engaged in court-ordered mediation and entered into a consent decree in April 2006. The two-year consent decree required the defendant to refrain from discrimination and retaliation; pay a total of $130,600 in damages; create an anti-discrimination policy; post a notice of equal employment opportunity laws; train its supervisors on the ADEA; and make biannual reports to the EEOC. The docket sheet does not show any further enforcement; the case was presumably closed in 2008.",,,"EEOC v. THERMAL FOAMS, INC.",Equal Employment,No,2005,No,Plaintiff,3756,142,0,0
test,EE-NY-0247,5,"On August 9, 2004, plaintiff filed this putative class action lawsuit in the U.S. District Court for the Eastern District of New York, on behalf of all Hispanic and/or non-white refreshment concession personnel who were hired, employed or offered employment by the defendants, Restaurant Associates and RA Tennis Corp. The plaintiff sued the defendants, two New York corporations, under Title VII of the Civil Rights Act of 1964, and the New York State Human Rights Law. Represented by a private attorney, the plaintiff asked the court for damages and injunctive relief. The plaintiffs alleged that the defendants engaged in unlawful employment discrimination on the basis of national origin and race respecting the assignment of positions and locations to food vendors employed at the U.S. Open Tennis Tournament. Specifically, that the defendants were deliberately and overwhelmingly assigning beer wagons to non-Hispanic white people over other demographics.

Extensive settlement negotiations, supervised by the Court, did not result in a settlement. In December of 2005 plaintiff sought class certification, but before full briefing took place, settlement negotiations resumed and this time were successful. A class-wide settlement established a $90,000 settlement fund to be divided pro rata among non-white employees and employees of non-U.S. national origin who file claims, along with counsel fees of $50,000 and an incentive award to the named plaintiff of $7,500.  Plaintiffs' counsel estimated that most class members suffered an individual wage loss of about $400. 

After notice to the class and briefing, on July 28, 2006, U.S. District Court Judge Robert M. Levy issued a final approval order of the proposed settlement of this action. In the agreement of settlement, Restaurant Associates was to make payment of $90,000 to be distributed equally among the claimants within 30 days after the entry by the Court of the final order of approval. The named plaintiff in the case was to receive $7,500 dollars. This case is closed. ","On August 9, 2004, the plaintiff filed this class action lawsuit in the Eastern District of New York on behalf of all Hispanic and/or non-white refreshment concession personnel who were hired, employed or offered employment by the defendants, Restaurant Associates and RA Tennis Corp. The plaintiff alleged that the defendants engaged in unlawful employment discrimination on the basis of national origin and race respecting the assignment of positions and locations to food vendors employed at the U.S. Open Tennis Tournament. Specifically, they alleged that the defendants were deliberately and overwhelmingly assigning beer wagons to non-Hispanic white people over other demographics. The parties soon reached a settlement which was approved by U.S. District Court Judge Robert M. Levy, and Restaurant Associates agreed to pay damages. This case is closed.",,Cerda v. Restaurant Associates,Equal Employment,Yes,2004,No,Plaintiff,6923,316,128,0
test,EE-NY-0259,10,"On November 12, 2003, an individual employee, filed a handwritten, pro se complaint in the United States District Court for the Northern District of California alleging thaf she was discriminated against by her employer, defendant Eastman Kodak Company on account of her race, African American.  

On March 10, 2004 the case was transferred to the United States District Court for the Western District of New York and on April 28, 2004, based on the parties' prior consent to jurisdiction by a U.S. Magistrate, the case was assigned to U.S. Magistrate Jonathan W. Feldman.

On July 30, 2004, plaintiffs filed a First Amended Complaint asserting claims on behalf of the following named plaintiffs: Employees Committed for Justice (""ECJ""), an organization of past and current African American employees of defendant Kodak and eleven individuals.

On March 1, 2006, plaintiffs filed a Third Amended Complaint on behalf of a class of all past, current and future African American employees of Kodak. Plaintiffs claimed that Kodak ""engaged in an ongoing pattern and practice of discrimination against its African American employees."" Specifically, plaintiffs allege (i) discrimination in compensation, (ii) discrimination in promotions, (iii) discrimination in wage classifications and job assignments, (iv) harassment/hostile work environment, and (v) retaliation.  Plaintiffs asserted three causes of action against defendant, including claims for violations of (1) Title VII of The Civil Rights Act of 1964, 42 U.S.C. § 2000e et seq., (2) The Civil Rights Act of 1866, 42 U.S.C. § 1981, and (3) The New York Human Rights Law, 15 N.Y. Executive Law §§ 291 et seq. See id. at ¶¶ 174-187. Plaintiffs sought class-wide injunctive relief, compensatory damages and punitive damages.

On March 29, 2007, the court (Mag. Judge Feldman) granted summary judgment against three individual named plaintiffs who had signed releases.  

On June 2, 2009 the parties reached a settlement agreement on behalf of a class of individuals composed of all African Americans employed by Kodak from January 1, 1999 through May 18, 2006. The settlement created a settlement fund of $21,376,500 with $9,655,500 to be distributed as monetary damages awarded to individual class members.

Additionally, the settlement required Kodak to engage in a continued commitment to non-discrimination and retaliation, to employ an Industrial Psychologist to enforce and evaluate policies regarding discrimination, a new monitoring process, employee and supervisor EOE and diversity training and new system of reporting incidents of discrimination.

On June 4, 2009, the court (Mag. Judge Jonathan W. Feldman) granted preliminary approval of the settlement and on September 3, 2010, Final Approval was entered.","This case was brought in 2004 by a class of plaintiffs (composed of nearly 1,000 black current and former employees of Kodak) against Eastman Kodak Co. in the U.S. District Court for the Western District of New York, alleging that Kodak engaged in an ongoing pattern or practice of racial discrimination against African-American employees.  This case was settled in 2009 with Defendants agreeing to implement non-discriminatory employment practices and to pay damamges to the class.",,Davis v. Eastman Kodak,Equal Employment,Yes,2004,No,Plaintiff,92720,420,75,0
test,EE-NY-0293,2,"On September 25, 2017, three detectives of the New York Police Department (NYPD) filed this class action lawsuit in the U.S. District Court for the Southern District of New York. The plaintiffs sued the City of New York, the NYPD Deputy Commissioner, and the NYPD Assistant Chief under Title VII of the Civil Rights Act of 1964 and state law. The plaintiffs, represented by the New York Civil Liberties Union, sought declaratory, injunctive, and monetary relief as well as attorneys’ fees and costs. The case was assigned to Judge Gregory H. Woods and referred to Magistrate Judge Barbara C. Moses. 

The plaintiffs filed this action to vindicate the rights of the many African American detectives in the NYPD’s Intelligence Division whose promotions, according to the plaintiffs, were denied or delayed solely based on race. The plaintiffs claimed that NYPD’s Intelligence Division had implemented a secretive and unstructured promotions policy, administered by white supervisors who refused to promote deserving African-Americans detectives. As a result of these policies, the named plaintiffs and other African-American detectives had been repeatedly denied promotions in violation of the Title VII of the Civil Rights Act.

In 2011, the plaintiffs had filed a complaint against the department with the EEOC. In 2016, the EEOC found that the plaintiffs, and black detectives in general, received lesser and later opportunities for promotion than appropriate given their qualifications. After an attempt at conciliation failed, the EEOC recommended the case to the Department of Justice, which determined not to file suit. The Plaintiffs then brought this suit. 

On December 5, 2017, the court entered an order of automatic referral to mediation pursuant to the court’s standing Administrative Order of May 24, 2015. The standing order required that all counseled employment discrimination cases, except those brought under the Fair Labor Standards Act, were to be automatically referred to the Southern District of New York’s Alternative Dispute Resolution Program of mediation upon the filing of an answer.

On January 19, 2018, the parties entered into a stipulated confidentiality agreement, setting out terms for the rest of discovery. Discovery continued until April 4th, 2019, when the parties reached a confidential settlement agreement. The New York Daily News <a href=""https://www.nydailynews.com/new-york/ny-black-intel-division-discrimination-settlement-20190410-5xaz4nbhwbeu5owhfxxoazucj4-story.html"">reported</a> that the agreement included $700,000 in damages to cover backpay and loss of reputation.

On April 4, the court ordered that the action be discontinued with prejudice (since the court does not retain jurisdiction to enforce confidential settlements), unless the plaintiffs moved within 30 days to restore the action to the active calendar. The plaintiffs were granted three extensions to this deadline, but did not move to restore the action, and the court closed the case in July of 2019.  ","This 2017 lawsuit was brought by three detectives of the NYPD in the U.S. District Court for the Southern District of New York. The plaintiffs claimed that the City of New York and various agents of the NYPD had violated Title VII of the Civil Rights Act of 1964 by implementing a secretive policy of refusing to promote deserving African American detectives solely based on race. The parties reached a confidential settlement that was reported to include $700,000 in damages to cover backpay and loss of reputation.","African American detectives settled a lawsuit against the NYPD, which they alleged had denied them promotions based on race. ",Coleman v. City of New York,Equal Employment,Yes,2017,No,Plaintiff,13840,445,87,19
test,EE-NY-0298,5,"On December 1, 2017, seven Black employees of the Fire Department of New York (FDNY) filed this class-action lawsuit against the City of New York in the U.S. District Court for the Southern District of New York. Plaintiffs alleged racial discrimination in FDNY’s hiring, promotion, and compensation practices and sought compensatory damages, in the form of back and front pay as well as lost benefits. Additionally, the employees sought attorney’s fees and costs and injunctive relief in the form of internal agency policy changes. Represented by Valli Kane & Vagnini based in New York and Mehri & Skalet based in Washington, D.C., the employees sued under 42 U.S. § 1981 and § 1983, alleging that FDNY disproportionately hires few Black people relative to other City agencies and fosters a culture of managerial discretion that leads to favoritism and harms Black candidates seeking promotions or pay raises. Additionally, the employees sued under New York City Human Rights Law (NYCHRL) for the same alleged racial discrimination. Judge James Paul Oetken was assigned to the case. On October 29, 2018, the case was automatically referred to mediation. Only once – on May 23, 2019 – has a mediation session actually been held.

Plaintiffs sought class certification with respect to three groups: (1) Black FDNY workers who have been employed in a civilian position at any level below Department Leader and Black applicants who met the requirements listed in FDNY’s job postings yet; (2) Black FDNY workers who have been employed in a civilian position at any level below Department Leader; and (3) Black FDNY workers employed as EMS lieutenants. 

On January 9, 2018, one plaintiff withdrew their claims against the defendant. This individual was the only named plaintiff representing the EMS class.

On February 11, 2018, the City moved to dismiss the FDNY employees’ complaint for failure to state a claim for which relief may be granted. On September 28, 2018, the City’s motion to dismiss was granted in part and denied in part. Judge Oetken dismissed the employees’ claims related to the EMS employees. Judge Oetken additionally dismissed the employees’ claims under § 1981 and NYCHRL related to compensation and for occurrences prior to December 1, 2014 because the three-year statute of limitations on these claims had passed. However, the City’s motion to dismiss was denied with respect to the claims relating to hiring and promotion practices within the FDNY. While the motion was considered, the Court stayed discovery, but fact discovery began shortly after, with the parties agreeing to a case management plan on November 27, 2018. Discovery ended on December 20, 2019.

Plaintiffs filed a motion in response to amend their complaint on November 13, 2018, in order to address the deficiencies in the complaint, as the Court found it. This motion was granted on April 8, 2019. The employees filed their amended complaint on April 25, 2019. The amended complaint listed eight plaintiffs – five from the original filing and three new parties. In the amended complaint, the FDNY employees supplemented their pleading with additional information regarding pay disparities that analyzed a broader range of positions with FDNY. The employees also modified the sought classes to be (a) Black employees of FDNY that made below $150,000 and were not in administrator or manager positions and (b) Black applicants who possessed the requirements for non-administrator, non-manager positions within FDNY and were rejected. Within the former class, the employees listed a further subclass of employees who worked in Professional or Management Specialist positions to whom claims of pay raise or compensation disparities applied.

The City moved for partial summary judgment on May 26, 2020, arguing that some of the class representatives had retired and thus could not seek injunctive or declaratory relief and that other plaintiffs could represent specific classes. The City additionally sought to strike claims relating to disparate impact class allegations pertaining to any policies that afforded employees within the FDNY to have discretion over hiring, promotion, or compensation decisions. On the same day, the FDNY employees moved to certify the class. As of February 11, 2021, the motions for partial summary judgment and class certification remained pending. This case is ongoing.

","Current and former Black FDNY employees sued the City of New York alleging racial discrimination in their hiring, promotion, and compensation practices. Plaintiffs sought to represent a class of individuals similarly situated who suffered from FDNY's policies that afforded too much discretion to higher-level individuals and fostered a culture of favoritism that harmed Black candidates for hiring and advancement.  The City filed a motion to dismiss and the Court partially granted the motion, but sustained the plaintiffs' claims related to the hiring and promotion practices with the FDNY. The City moved for partial summary judgment in May 2020, arguing that the retired class representatives could not seek relief. At the same time, the plaintiffs moved to certify the class. Both motions were pending as of February 11, 2021.","Current and former Black @FDNY employees sued the City of New York for alleged racial discrimination in their hiring, advancement, and compensation practices.",Richardson v. New York,Equal Employment,Yes,2017,Yes,None Yet / None,59899,693,128,23
test,EE-OH-0012,9,"The Cleveland office of the EEOC brought this suit against Carter Jones Lumber Company in the Northern District of Ohio in September 2004. The complaint alleged that the defendant failed to hire the complainant because of a physical disability and made medical inquiries in violation of the Americans with Disabilities Act. The case was consolidated with a private party suit in November 2004. The complainant intervened in May 2005. The defendant filed two motions for summary judgment, which were denied. The parties engaged in mediation that did not result in a settlement. The case went to a jury trial in September 2006; the jury returned a verdict for the defendant. The complainant filed two motions for a new trial or to alter the judgment, and they were all denied. The EEOC appealed the decision in May 2007, but it withdrew the appeal two months later.

",,,EEOC v. CARTER-JONES LUMBER COMPANY,Equal Employment,No,2004,No,Defendant,14899,145,0,0
test,EE-OH-0054,5,"The Cleveland district office of the EEOC brought this suit against Overnite Transportation Company, a major transportation company, in June 2002, in the U.S. District Court for the Southern District of Ohio.  The complaint alleged that Overnite refused to hire qualified individuals due to their epilepsy in violation of the Americans with Disabilities Act.  The defendant filed a motion for summary judgment in April 2004 and the EEOC filed a motion for partial summary judgment that same month.  In July of 2006 the defendant's motion was granted in part and denied in part and the EEOC's motion was denied.  The parties settled in April 2008 by entry of a consent decree.

The consent decree, which has duration of two years, requires defendant to refrain from discriminating and to post a notice regarding this suit.  It required the defendant to conduct training for its Regional Human Resources staff responsible for the Columbus and Memphis facilities, where the discrimination was alleged to occur, and to report on this training to the EEOC.  If the EEOC has reasonable cause to believe that the defendant has violated any term of the decree, it is to notify the defendant who will then have ten days to remedy the breach.  Finally, the defendant agreed to pay a total of $110,000.00 to two complainants who will then waive their claims against the defendant. The docket sheet doesn't show any further enforcement took place; the case was presumably closed in 2010.

",,,"EEOC v. Overnite Transportation, Inc.",Equal Employment,No,2002,No,Plaintiff,14336,243,0,0
